"rweibull.1000..shape...1.955753..scale...912.387341.";"c"
964.505252991958;0
666.594931227513;0
693.771923697581;0
30.8471728424585;0
1159.83311880019;0
1254.75947261166;0
187.002585169526;0
900.090870238058;0
686.853029804994;0
168.91516391768;0
367.227928428197;0
589.349770413771;0
778.613578892201;0
532.182289863213;0
1110.1714704368;0
878.017730990221;0
551.162420746789;0
800.643298196423;0
642.812848816233;0
437.825072045117;0
377.578974787256;0
1412.55856900798;0
792.175434282487;0
646.753004683868;0
707.172755868338;0
1139.90759832901;0
1146.27148773308;0
222.016962079281;0
163.075748065946;0
1284.50961507158;0
820.743472814996;0
503.602480392128;0
542.716110223526;0
328.131212367798;0
1403.76102125543;0
1781.12003082608;0
367.447938590711;0
627.927943387957;0
680.616449832559;0
169.689467779193;0
1421.55708241735;0
364.128964281772;0
1468.86312194115;0
1292.46811249365;0
727.057472171869;0
144.699373151293;0
493.95799581086;0
221.240562483802;0
943.015621506691;0
1052.07243093789;0
405.352360314439;0
2124.65408613994;0
1003.03639645359;0
582.224907359452;0
365.13104578562;0
442.088681848758;0
425.206451207071;0
1171.50284583419;0
833.586715549782;0
730.538166566284;0
1313.83587361858;0
927.368918697185;0
1327.67614434478;0
2113.21057156965;0
1088.6004674265;0
882.534326908455;0
487.472686700747;0
508.509125777814;0
1183.94785099325;0
1619.83233787031;0
1532.96271859427;0
1035.3998619809;0
902.377781114004;0
1044.05669556751;0
697.924356241948;0
962.183010461218;0
803.800320157508;0
830.333944813305;0
1608.02068926009;0
989.449988831931;0
875.129490845895;0
840.885769780373;0
152.253687916255;0
973.689046844898;0
1058.63314304239;0
1188.72234594971;0
855.565326673431;0
699.248857101217;0
1257.99850907672;0
218.866102669666;0
571.91126976464;0
1260.46641202176;0
924.339485164784;0
382.11761515064;0
490.401915639198;0
1699.85121850269;0
126.509547719926;0
765.584793015575;0
644.59241004118;0
506.129825099071;0
1045.84449648886;0
988.016018041016;0
370.058878832764;0
1552.92585435435;0
1205.91384459119;0
1560.36607191856;0
687.156861753487;0
1186.8465253246;0
248.840118951706;0
192.333617732161;0
671.190314375721;0
678.563647072974;0
832.476580563501;0
868.041748842075;0
1737.8252187414;0
1253.87756830938;0
589.096362221268;0
669.241017512827;0
385.793893161491;0
886.76696412734;0
373.584956793452;0
661.571159169139;0
759.779266806554;0
389.077215943185;0
499.55751300232;0
1120.1017405583;0
419.206901818761;0
156.994703544798;0
386.06237168009;0
576.84945196698;0
390.719841257664;0
618.356381094559;0
567.262670438646;0
334.376318801098;0
1087.35735031258;0
694.260352231833;0
1790.91544608148;0
345.4852873664;0
823.312975809457;0
721.049393926134;0
2161.2559631324;0
704.277225951613;0
1352.77523907997;0
147.774231149911;0
579.721486286633;0
348.579761606716;0
266.239626755689;0
369.969806466734;0
1099.7988356876;0
366.694985404841;0
95.9697643214038;0
732.895813333572;0
652.798608799818;0
1340.89450290533;0
465.590396757136;0
2017.58656098477;0
1185.39809319634;0
472.586709432269;0
1313.36798746806;0
921.711832859962;0
1990.52850858175;0
1415.75789974909;0
1271.36518239332;0
309.769813774871;0
442.492419809591;0
437.196829094567;0
687.803037534095;0
1393.44314021597;0
446.108100543916;0
168.363225354178;0
412.482962563558;0
631.10532950914;0
321.096124829404;0
845.998397209839;0
682.041142727557;0
280.876906814686;0
564.352438130815;0
574.47948172439;0
960.829922938948;0
63.1973518073911;0
496.535158730064;0
1279.79590887535;0
268.642216545914;0
1168.67384603785;0
520.084913903771;0
757.200031946979;0
615.266328854533;0
738.335842635529;0
263.390184861138;0
548.700882988772;0
1425.74785224479;0
960.472542659567;0
629.08634267218;0
248.213950986076;0
324.025980619211;0
480.971419889942;0
823.086266304937;0
1091.99198090977;0
1446.30350899379;0
326.664794880988;0
630.736735571477;0
610.228688005498;0
200.544624363229;0
234.469777897535;0
540.317307072926;0
1118.68572965533;0
533.74016891904;0
1506.51713437901;0
124.876331113995;0
998.462597512279;0
592.906650472772;0
585.124999942405;0
874.244827290625;0
1170.36716155616;0
371.120377123979;0
1043.90304385139;0
754.732638602201;0
1725.99126058652;0
426.042198270418;0
1730.20679600368;0
956.445510037215;0
617.945207181059;0
298.553327160482;0
509.727275976202;0
850.124271775729;0
1033.51347063301;0
1574.26053182089;0
864.667907786581;0
404.849069819362;0
893.005091052775;0
786.096930528473;0
856.870962603506;0
630.576159810817;0
714.042914286381;0
1607.27325438293;0
739.652770547411;0
1126.90727689968;0
559.514246412596;0
331.648085813453;0
417.702786520946;0
1178.29766080052;0
1218.37816465826;0
824.925683345498;0
61.2376145561536;0
1019.67268842303;0
432.310293173475;0
1186.26543049506;0
1297.89333786983;0
902.06434011249;0
435.110649044937;0
152.555698818007;0
999.631224987866;0
583.088096134503;0
211.375283963468;0
451.161142694238;0
923.515427405444;0
1184.84629617613;0
1137.5416549883;0
1284.18859575768;0
1295.56181491104;0
513.344099033113;0
447.092671444071;0
831.788920802176;0
371.75858859432;0
1336.54283432243;0
593.233524800716;0
1862.08801642905;0
224.788705937107;0
270.687930226672;0
815.643551882154;0
360.569590347303;0
663.764111446547;0
683.947048883259;0
1166.33665839269;0
663.419780082619;0
1097.03721567214;0
766.492697501521;0
886.208161917252;0
440.155805582936;0
1478.82937316282;0
1237.27080690477;0
1024.95333145185;0
869.133034103056;0
1165.21807363487;0
943.484049179773;0
1358.51887598045;0
1057.2853338431;0
578.122110351688;0
90.0446217910288;0
244.438231070055;0
721.357655772266;0
831.749821677413;0
846.911144353152;0
631.937790596845;0
331.954771398023;0
446.698055417185;0
902.573424832413;0
986.03129698415;0
246.578894854378;0
1066.53829088569;0
370.136841957982;0
1391.0377475202;0
358.449644529357;0
713.791761054139;0
939.153712728249;0
393.399867960391;0
300.068365150076;0
1064.07795266114;0
1067.88655712381;0
754.649341602022;0
585.227103407181;0
603.894414899427;0
360.949576737495;0
676.338689604092;0
628.007516930041;0
929.402550865482;0
588.532842268595;0
1133.33306304466;0
282.391477164561;0
580.161621048013;0
720.684839217025;0
456.606158016147;0
1130.45996983287;0
742.704481819091;0
1859.41811080088;0
977.194090112195;0
1273.93490792571;0
841.102049550698;0
912.296569618481;0
485.385318738968;0
1217.28901713333;0
1555.60238903126;0
444.424109170675;0
434.755044667498;0
1340.05317961462;0
1187.45332690538;0
579.613588725061;0
1506.05653440188;0
597.917959298327;0
1060.15252797705;0
241.475093054742;0
1506.52351182957;0
134.330832322138;0
678.162200244627;0
519.214139604356;0
478.299274636907;0
517.885853525243;0
276.046703060825;0
732.90480614688;0
1489.16801009117;0
1878.09752222123;0
393.294005910892;0
899.006935379154;0
948.119265478659;0
510.501432681918;0
664.609199478497;0
505.892229236559;0
188.779857905411;0
805.727514596464;0
244.860368361816;0
18.3831245044609;0
513.681787361017;0
559.703277326595;0
293.087168025454;0
598.911550556549;0
767.39364082448;0
633.753059827661;0
822.069589596219;0
740.46760435108;0
604.119745555556;0
905.249188206826;0
926.378593950125;0
408.378564040144;0
583.011877568845;0
639.00394226764;0
567.674604447393;0
408.345733939883;0
495.900770936439;0
724.773559525539;0
1431.80697799973;0
501.829954193523;0
571.970572928866;0
302.324899454666;0
911.461471212155;0
361.113365793741;0
1120.82339677644;0
475.552133274183;0
466.231815974541;0
572.095062144849;0
1436.47306220489;0
374.889760056332;0
365.051313668834;0
81.6374739188131;0
760.447885555067;0
1264.04577799229;0
514.136513546793;0
1717.84975514596;0
872.260496548072;0
918.158671849762;0
749.296483311227;0
2125.98824245471;0
744.408339390949;0
1018.36600902401;0
648.261573613769;0
1316.88127509861;0
821.480123144392;0
1314.03011601127;0
1393.04390894636;0
791.584880162355;0
1324.40071515418;0
593.080379654138;0
575.920771228472;0
1605.65092267704;0
1172.47337493652;0
628.014874662765;0
989.824430473609;0
679.648022163998;0
1334.04085587298;0
561.122208600565;0
412.285508091888;0
720.930087819248;0
140.533687842047;0
591.549770446472;0
304.351755635888;0
654.272622565861;0
666.489253368083;0
1007.44919572757;0
377.929346948726;0
549.353348016644;0
860.071665505624;0
1150.72034565625;0
272.721231601683;0
922.390901615155;0
557.085908409846;0
854.594428949077;0
1313.80440839;0
291.986790669672;0
731.243113229143;0
642.609836372748;0
780.646880752474;0
222.378663972072;0
1032.40928038371;0
629.972688950546;0
553.678666532309;0
1558.88526733612;0
176.537072333317;0
863.35152335045;0
343.302741044962;0
486.837548620463;0
637.65333426689;0
535.75418551857;0
396.133496258477;0
234.74412195022;0
477.387591524861;0
465.95013156112;0
112.075486764753;0
301.954538199923;0
541.362437735554;0
785.050497000683;0
213.082523434794;0
654.647734543237;0
754.586577237177;0
1378.78330487392;0
1358.89910908845;0
232.371309855824;0
293.906767442125;0
1264.19899646763;0
407.723085235605;0
639.932364884093;0
79.2076332798377;0
102.322327170214;0
611.562243499704;0
1445.36221601616;0
980.454139103718;0
1257.91349780429;0
1148.08359125169;0
115.122681390823;0
796.018226378382;0
1026.08282690601;0
727.030927167325;0
549.067623174842;0
437.98860239525;0
781.559214619357;0
950.770435062578;0
520.16495740133;0
760.835358183866;0
405.445690303284;0
400.644247788189;0
130.69158340201;0
29.6269969816683;0
958.414915065362;0
1267.58470086974;0
932.257041334982;0
514.916548888924;0
1012.69467086438;0
1531.63502490399;0
345.607379694243;0
1182.62907273835;0
1692.52822627231;0
1420.26179963257;0
415.98627505492;0
628.062531927671;0
610.483136490896;0
152.556298266702;0
1094.50994027577;0
887.116879186803;0
204.581721271596;0
773.502839364522;0
585.145140273334;0
1347.23126419499;0
1085.44631184995;0
1013.8315842564;0
562.783105184065;0
311.502685140379;0
880.36548614783;0
580.530856010122;0
488.420044759895;0
1042.22666665074;0
1419.95663255391;0
1137.68991783416;0
542.857696348533;0
663.024900668776;0
467.885246586883;0
1023.68887683347;0
834.39398801431;0
374.355469320436;0
449.341928633225;0
463.359857215714;0
376.398093915651;0
554.018809853521;0
471.30759491113;0
1154.00395610169;0
463.137194171857;0
592.693963638976;0
960.821918012545;0
865.445164617841;0
1057.6653777071;0
450.33989974594;0
815.753215360604;0
759.667477356616;0
221.734273071251;0
671.857683485557;0
190.374851268106;0
366.768807970191;0
1440.88917741956;0
295.325720085613;0
2084.8068979811;0
333.383601242078;0
836.012777185943;0
1550.38042476784;0
580.016052531333;0
1532.45386386303;0
1569.56713438476;0
734.312538869858;0
780.290200213361;0
180.239320933922;0
1013.26818201751;0
849.611186451817;0
1281.03721356629;0
999.046697181244;0
871.731276140221;0
582.641041067909;0
1684.34133729331;0
429.868416709548;0
768.424440206625;0
1238.27279743447;0
1039.66945635048;0
822.146615178284;0
131.263057695243;0
1449.69555918019;0
493.571051867252;0
840.480808157596;0
820.068955496539;0
770.530288281461;0
486.165841130649;0
831.438987984283;0
509.332324446919;0
75.8505448669707;0
1150.11375527342;0
1306.67435485509;0
559.945238849362;0
719.958369837724;0
395.689009332792;0
1002.27095759649;0
388.454024286282;0
363.915006477335;0
587.202401294107;0
590.205130443651;0
213.297741191597;0
661.519406290753;0
1628.65444488905;0
1557.83536941965;0
452.482481159021;0
157.519811877148;0
1052.67169606021;0
563.719229464412;0
821.291217050792;0
617.352441615639;0
1368.51827350656;0
1726.2106554029;0
482.028138218884;0
1093.83546500487;0
1185.92723593037;0
209.788165905699;0
630.274319867021;0
226.861342919129;0
338.435351376352;0
282.218099868969;0
141.309290141698;0
791.986489547825;0
120.637573698117;0
463.117076648125;0
1601.66979517817;0
832.323794760236;0
751.303817970815;0
1474.6617083801;0
576.24349100508;0
1094.64502983223;0
80.6695877445012;0
973.068732444528;0
504.189986556821;0
2165.46380228606;0
224.828007115728;0
742.110534209857;0
866.084700598396;0
1023.18906679947;0
1287.84465118783;0
1787.7138202726;0
1559.6325606213;0
990.510738186119;0
940.397657797778;0
1414.78103453299;0
1446.44214861718;0
783.607955137333;0
878.050494694877;0
912.028185957311;0
354.596991249353;0
1113.919081153;0
989.264608052239;0
592.761927799174;0
773.793968647405;0
935.894051841118;0
378.590967769426;0
278.492472350107;0
244.313986761195;0
662.590398398294;0
1297.09179933611;0
421.600559781944;0
467.626690111281;0
1312.84716967059;0
436.254007680261;0
1017.44983063305;0
976.859694834161;0
913.003640783715;0
930.610778662255;0
120.342548856772;0
1292.83329453519;0
225.951952511893;0
703.926299581492;0
71.9326162671831;0
467.434503767147;0
604.929069454463;0
563.618721297823;0
398.543816518359;0
917.930208497416;0
247.193033622754;0
1114.42070006936;0
582.760510448185;0
230.970046278469;0
842.073285842532;0
565.316747537082;0
1168.40589898078;0
717.428757152483;0
1523.07061555792;0
917.748720972015;0
1022.76033841264;0
460.09012380897;0
402.453939788386;0
694.710632452771;0
750.515528851056;0
1020.49128449923;0
839.395906213591;0
259.285110759665;0
523.837252806973;0
803.092890885034;0
814.898174726765;0
645.925558403034;0
1089.73598730899;0
1240.84112091153;0
543.231771431968;0
257.86749236082;0
731.07565706662;0
1250.38843999876;0
441.377222566091;0
192.487359464574;0
1477.50379061175;0
1441.49815803112;0
1196.04696294252;0
319.011880049241;0
329.071618980312;0
1563.69787032265;0
1188.04895721648;0
1350.98046585014;0
1047.81645401777;0
290.989967548617;0
1574.97488440921;0
1110.47658418191;0
536.540786492255;0
508.34916193109;0
1019.27150593997;0
589.357912732606;0
184.082974730369;0
942.6240011603;0
174.29920595746;0
172.568291504198;0
934.105294955167;0
600.93734199324;0
395.999222235532;0
1027.11840787538;0
1036.73441098356;0
239.909685527392;0
622.538307726048;0
1615.8712781282;0
446.483957009975;0
1151.27451090147;0
703.877408481015;0
565.878122508384;0
1310.29386938442;0
537.150384965214;0
1269.48940271106;0
1917.744764625;0
940.936912026776;0
274.12916582055;0
1083.8618233229;0
601.831126661362;0
488.408900610676;0
917.223884561265;0
341.396675424187;0
1458.57562116401;0
1785.08371809678;0
806.819070192061;0
842.291689175346;0
719.56766915732;0
821.758900170315;0
482.182718666301;0
703.183416349301;0
1450.08846468972;0
403.173685782617;0
755.28960418276;0
1177.61391533776;0
1813.5105142855;0
1692.35863039543;0
756.272761359316;0
620.441723875513;0
515.971607116977;0
446.690203302751;0
680.082185882763;0
1041.26924464685;0
283.387533274417;0
1310.49526082161;0
1140.61337891338;0
1388.28314722158;0
1177.02378015609;0
1023.54516908199;0
710.610108869955;0
1138.58719799525;0
1082.73800380613;0
371.205736618226;0
368.832664780524;0
1337.76279410657;0
641.938800831128;0
905.508546597856;0
501.101160073089;0
1281.30665084711;0
509.012078022742;0
932.233164297638;0
484.61219171577;0
1595.40281673177;0
1073.92104394539;0
1295.68424783196;0
662.666837434525;0
1811.13193367148;0
798.145199309547;0
1659.68441294932;0
184.645284263932;0
700.461070977477;0
656.08056567335;0
407.9937724841;0
646.342691607221;0
830.285076276727;0
143.615584228664;0
887.651499270499;0
537.706333159063;0
859.338227747322;0
548.398564484915;0
883.452512543313;0
534.406236700649;0
914.690604584863;0
466.819403027702;0
264.907210408821;0
343.953166327422;0
2033.1815271787;0
577.0658802857;0
560.271266099889;0
332.266090708896;0
1135.2077304248;0
793.002462277127;0
1942.06312029966;0
678.107485832518;0
764.287119930101;0
195.476881446573;0
861.273321470192;0
714.299553754588;0
749.306956575415;0
1054.74960094162;0
918.521274192185;0
1486.16997160362;0
1249.31455505759;0
887.114916969424;0
332.850166792169;0
1137.69776844506;0
1189.32977534176;0
1020.7074837185;0
460.297320645518;0
1042.98176279963;0
976.693973947691;0
567.128788456507;0
758.869254438583;0
659.215088948727;0
442.356493641064;0
1466.96030051399;0
1461.75742765766;0
1000.42980337747;0
1658.73834789984;0
252.774337673528;0
823.879790755634;0
431.322875141884;0
1123.31445736127;0
1371.8996088811;0
423.53104732283;0
493.050078210065;0
1254.45032048747;0
162.69085433357;0
700.461868118432;0
58.2394785609462;0
1183.52746342874;0
447.746189351742;0
1024.63147310246;0
772.145981056578;0
1063.83127413273;0
614.260865615096;0
818.952612091455;0
612.260894723001;0
1088.92063230831;0
1154.03355011918;0
822.454307578207;0
771.574176605298;0
1162.48963135941;0
1416.33065551047;0
571.728689224396;0
185.78091516207;0
1309.48938213246;0
1010.32573994796;0
647.759577892442;0
1563.45418205914;0
947.442688723186;0
678.377360603633;0
396.619018107959;0
351.023582605146;0
728.849522881925;0
1059.13037138778;0
442.221163397426;0
595.971104334806;0
216.633358780986;0
326.739693958867;0
866.417237611054;0
1120.51139262519;0
749.251406235913;0
953.636400475113;0
420.665618412726;0
791.366034389512;0
960.54431484736;0
726.00576001736;0
1021.17925519956;0
1000.13416856859;0
849.903229368477;0
1156.09706851457;0
1103.37927708336;0
